City_Name,Country Codes,Lat,Lng,Date,Max_Temp,Cloudiness,Humidty,Wind Speed
Jatai,BR,-17.597193701761228,-51.350410907149495,1551652627,69.34,80,97,5.41
Tursunzoda,TJ,38.692384634723425,67.95909563116828,1551652628,31.09,0,74,5.86
Karratha,AU,-21.28218720210326,115.9196251477893,1551652631,86.93,92,83,10.45
Mae Hong Son,TH,19.013069940656266,98.30930367221839,1551652632,55.43,0,81,1.61
Sao Filipe,CV,12.05070908906579,-34.62715236277714,1551652633,74.51,0,99,21.18
Louisbourg,CA,42.06892258657854,-59.7107028334913,1551652633,36.85,0,100,17.72
Shaowu,CN,26.77248089775918,116.96716370378658,1551652633,40.27,20,87,2.17
Zamora,EC,-4.259778203984055,-78.69958119984904,1551652634,66.68,12,88,1.5
Atar,MR,19.565222686303372,-11.28786075317791,1551652635,60.25,0,25,10.45
Krusevac,RS,43.529212869614895,21.295325334617786,1551650400,37.4,0,74,5.82
Sibolga,ID,0.18921943413027975,98.01857549608565,1551652636,84.28,68,100,10.45
Sisimiut,GL,65.40097481860622,-57.26688582929769,1551652636,11.74,8,100,8.99
Malmedy,BE,50.32404839606619,6.037294574215849,1551652635,55.0,12,87,5.82
Thunder Bay,CA,49.72675552175062,-88.58413156472479,1551650400,-0.41,75,49,10.29
Toktogul,KG,42.38101930775986,73.03119154028909,1551652602,37.99,8,53,1.01
Manta,EC,-0.7180187412004955,-83.67836863193793,1551652638,79.96,0,100,3.51
Candawaga,PH,10.581755338083397,115.74056458913248,1551652639,80.41,0,100,13.35
Keti Bandar,PK,24.05348431232001,67.35850215435309,1551652639,67.0,20,100,12.57
Kahului,US,29.493462550035986,-149.72890539180682,1551652640,63.85,68,100,37.85
Clarence Town,BS,23.435560176340203,-76.35681885140579,1551652641,78.25,0,99,12.91
Port-Cartier,CA,51.89191021577156,-68.1388963201,1551652641,6.83,64,74,5.75
Golden,CA,51.82287816024382,-116.83566399892455,1551650400,17.6,5,31,2.24
Chapais,CA,55.4165328903257,-74.5975015017411,1551652643,-5.01,64,78,0.04
Grand Island,US,41.20947160661683,-97.95052146759647,1551652622,5.0,1,59,17.22
Beloha,MG,-27.239160024076824,43.82859936841646,1551652644,80.18,92,100,19.51
Vaitape,PF,-17.499763491833264,-154.26118733675108,1551652645,82.48,24,100,2.39
Mount Isa,AU,-20.019549893791975,135.72363965450512,1551652646,92.11,0,30,10.67
Provideniya,RU,45.659284179884935,-173.91581312775037,1551652646,40.0,8,100,3.29
Hovd,MN,45.32340914436281,99.34793087281025,1551652647,17.9,0,77,9.44
Tarudant,MA,29.597427822966523,-8.765389849693236,1551652647,35.18,0,72,2.28
Krasnoselkup,RU,67.23604033552712,80.94436758733195,1551652648,15.88,88,87,19.06
Dicabisagan,PH,16.949573230302477,123.08217843969715,1551652649,77.89,8,100,4.74
Vardo,NO,72.85853113987301,32.41035987727946,1551652649,23.26,68,100,15.37
Axim,GH,-3.385854276637886,-2.024307846970544,1551652649,83.38,80,99,6.87
Bubaque,GW,10.171410233343039,-18.233078108525348,1551652650,75.37,0,96,12.8
Erzincan,TR,39.40997294884687,38.888092069973624,1551649800,28.4,20,86,2.28
Karema,TZ,-6.545023969230073,30.315973744952203,1551652651,65.56,100,97,2.62
Qaqortoq,GL,62.24219325469619,-46.52371089097434,1551652652,-11.22,8,56,19.06
Haibowan,CN,39.05167242730323,108.31694737470059,1551652652,27.53,80,78,2.95
Fort Nelson,CA,59.77231305045498,-122.03549371349044,1551652653,12.64,0,52,2.62
Great Yarmouth,GB,53.79577504169632,2.271641548047029,1551652563,48.2,8,87,42.5
Sambava,MG,-12.802725983628193,56.394386404858096,1551652654,83.96,88,98,13.35
Attawapiskat,CA,59.36829003258137,-83.38794846567484,1551652655,-8.47,36,80,14.25
Mabaruma,GY,6.959994953823951,-59.79091093233622,1551652656,77.08,92,71,3.62
Lagoa,PT,44.49962759715109,-31.17968709720796,1551652656,54.76,92,100,18.39
Viedma,AR,-41.70052813503837,-63.17667494015977,1551652657,63.94,0,96,6.98
Milkovo,RU,54.1502177017947,159.62739193952757,1551652657,14.35,64,73,16.26
Aquiraz,BR,-2.4307469180681096,-36.47171289546631,1551652658,76.4,92,100,5.53
Yoichi,JP,43.39699087647634,140.82405779887807,1551650411,35.6,75,99,5.82
Seddon,NZ,-42.95504742247446,174.91276792150563,1551652659,61.73,0,98,17.05
San Fernando,MX,24.43930680610292,-96.95115917151993,1551652659,74.15,12,97,8.99
Akot,IN,21.388863009624217,76.99184729602354,1551652659,57.82,0,80,3.62
Makakilo City,US,6.324317165413959,-165.7783981311434,1551652660,82.03,68,100,27.34
Poum,NC,-17.06120994573969,162.61755557113122,1551652661,80.77,0,94,17.05
Itaituba,BR,-6.341541436129987,-54.567610363115136,1551652661,74.74,24,94,2.17
Mangrol,IN,19.843735814660576,68.51446590012952,1551652662,75.1,8,100,8.88
Ugoofaaru,MV,6.059877628164628,65.01715637579372,1551652662,79.91,88,100,8.1
Zyryanka,RU,64.39363374310452,149.98238275162856,1551652663,-13.24,48,57,3.06
Cuamba,MZ,-14.701767481677877,36.751839082960544,1551652663,68.44,92,98,3.62
Rockhampton,AU,-23.642524307977126,150.09376296135832,1551650400,77.0,40,65,11.41
Bilma,NE,21.23668528612872,10.88946323555308,1551652664,56.92,0,24,10.33
Tazovskiy,RU,68.64216472135689,78.06099920520433,1551652664,-0.87,76,77,22.19
San Ignacio,BO,-14.987904075007606,-60.934473253704454,1551652665,76.99,44,89,3.62
Shingu,JP,24.77268807752708,139.63012002750628,1551652666,76.09,0,96,18.5
Sorland,NO,68.36612876243211,12.060759794549995,1551649800,19.4,20,73,2.24
Dzhebariki-Khaya,RU,62.63112471859097,136.8428060397389,1551652667,-23.05,0,32,1.28
Huarmey,PE,-16.966726379778464,-90.90270204474069,1551652667,72.98,48,100,12.68
Mrirt,MA,31.34255247336577,-5.096098536132274,1551652668,40.31,12,46,2.39
Acapulco,MX,7.117440982571807,-104.95196232464016,1551652668,82.66,0,100,10.33
Hualmay,PE,-17.61218411471077,-89.91295579252919,1551652669,72.53,80,100,14.36
Nantucket,US,40.30056468107665,-68.96795533292543,1551652670,41.3,92,100,15.82
Jarjis,TN,33.31469851362512,11.140292310556333,1551652670,56.33,0,99,4.52
Koumac,NC,-24.3701852068385,161.01220135644155,1551652671,75.05,92,100,25.99
Ondorhaan,MN,48.44579616138202,110.27123403067117,1551652672,13.9,44,64,2.95
Saint-Louis,SN,16.778784959812512,-18.680642752091586,1551652672,69.52,0,92,18.5
Odweyne,SO,7.746086281872934,46.09142522889377,1551652673,70.55,20,66,3.06
Akyab,MM,17.70444744425218,90.09168696158974,1551652673,77.93,0,99,8.43
Emporia,US,38.22049896416644,-96.3794418453754,1551651300,14.0,1,55,16.11
Denpasar,ID,-12.435817903110262,114.2486677684658,1551652675,84.86,0,99,13.91
Goba,ET,6.933640854723109,39.74008144480095,1551652676,46.16,12,75,2.17
Segezha,RU,63.682909069878974,33.15957459408136,1551652676,-4.6,0,52,2.28
Tual,ID,-5.8552610945203725,131.93438233234298,1551652677,77.66,92,100,13.47
Redford,US,42.35912244734092,-83.31039243549728,1551652651,27.0,90,73,13.87
Tiksi,RU,81.55813459151005,130.9346734510379,1551652679,-12.93,24,79,12.01
Hasaki,JP,23.562987136033755,158.70459133270157,1551652680,73.61,36,100,3.06
Maniitsoq,GL,60.44270832727423,-58.289361773769144,1551652681,22.18,20,100,16.26
Skjervoy,NO,72.7694580598872,20.302730459396912,1551652681,22.99,56,100,32.59
Port Hardy,CA,51.91605207095867,-129.2214272900624,1551652682,32.71,8,100,12.57
Sao Joao Da Barra,BR,-30.0627674297819,-29.787048958217497,1551652683,79.51,80,94,14.47
Constitucion,MX,17.762362092178037,-120.66851366409414,1551652683,75.64,0,100,19.73
Mys Shmidta,RU,86.88711330176545,-179.07945229870558,1551652684,-6.09,68,85,4.07
Ha Tinh,VN,18.27456250043518,105.8265636327078,1551652685,67.99,92,99,1.95
Carnarvon,AU,-29.150435989491747,101.2893780088167,1551652685,69.7,64,100,20.62
Marawi,SD,17.035120519563193,29.004467245633663,1551652685,61.91,0,24,10.22
Batemans Bay,AU,-39.529241919949584,153.0498739426405,1551652686,72.04,0,91,18.84
Ewo,CG,-0.29327337989657565,14.921752061380687,1551652686,71.81,8,91,3.18
Launceston,AU,-40.873251346791704,149.88353805887897,1551652687,68.26,0,94,8.99
Payo,PH,18.459923232853868,129.51843470391447,1551652687,76.99,0,100,8.21
Pemba,MZ,-13.006985399795596,41.92135198993856,1551652688,84.37,80,100,9.33
Cap Malheureux,MU,-12.641000689060448,58.063062566137006,1551652688,82.3,44,100,10.67
Nuuk,GL,65.92920047000797,-49.052683212302384,1551652689,4.81,0,66,20.96
Temaraia,KI,-0.1599136084836914,175.23408339307554,1551652690,82.84,88,100,15.26
Leua,AO,-12.943854097254103,20.832868877831032,1551652690,72.04,68,59,4.41
Esperance,AU,-33.98646746816205,121.44158938676856,1551650400,59.0,0,82,14.99
Sadovoye,RU,47.8587271463891,44.58077275213611,1551652691,25.96,8,88,16.26
Vaitupu,WF,-7.517619442330613,-177.03475522565984,1551652692,84.82,64,99,18.84
Half Moon Bay,US,34.383752276515395,-129.4705790354626,1551652692,55.66,24,100,8.66
Clyde River,CA,71.11398249746253,-69.01004883673131,1551652693,-14.37,0,65,1.39
Porto Nacional,BR,-10.416618422419745,-49.249380322462144,1551652694,76.09,36,87,5.75
Oskemen,KZ,49.59456760905394,82.72264721028813,1551650400,33.8,90,86,2.24
Aleksandrovsk-Sakhalinskiy,RU,51.404327689822594,141.5813435057825,1551652694,16.46,0,82,8.99
Jumla,NP,33.84703512689012,83.67659567496628,1551652695,-15.09,0,47,2.51
Buchanan,LR,1.4405537754209945,-11.520384952105616,1551652695,83.06,0,100,2.95
Faanui,PF,-10.350827010446125,-158.5390479207615,1551652695,84.28,88,100,11.12
Cherdyn,RU,60.44176502278549,56.44824290035973,1551652695,9.85,76,78,4.97
Costinesti,RO,43.85256476916564,28.830147008708792,1551652531,36.0,0,92,6.93
Myitkyina,MM,25.39699683797113,97.0748755719166,1551652697,57.86,92,93,3.51
Lorengau,PG,2.5553772248535296,144.21635752035132,1551652697,81.26,48,100,9.66
Ponta Delgada,PT,28.374456519382605,-29.54079725485866,1551652698,67.4,0,100,8.77
Baiyin,CN,36.09616526442123,105.07298295479006,1551652698,15.52,68,76,2.73
Inuvik,CA,68.32570818400296,-132.70990504174438,1551650400,12.2,75,51,3.36
Mchinji,MW,-13.423885478214018,33.05377806067233,1551652699,61.01,20,83,3.06
Kachug,RU,53.4803581563267,106.46551135221347,1551652699,18.94,80,83,2.73
Vostok,RU,47.78923509850159,147.69922105746576,1551652699,13.54,0,100,11.68
Kijang,ID,1.2564163711087701,104.93687967412546,1551652700,81.26,48,100,12.01
Wajima,JP,39.18265632170554,135.47088358988856,1551652700,47.06,68,100,20.4
Maneadero,MX,31.925182333631724,-116.11166077494579,1551652397,62.01,0,74,7.0
Weston,US,45.22628805776961,-89.04741943662275,1551652647,12.2,1,54,16.11
Leningradskiy,RU,87.23072875634585,179.4822225468181,1551652701,-6.27,68,86,4.52
Wanaka,NZ,-43.670370111767255,169.22817512871995,1551652702,57.1,48,100,4.97
Bredy,RU,52.48217035861552,60.15994234807877,1551652702,15.7,8,80,13.69
Katobu,ID,-4.417106311437237,123.72961181620747,1551652702,80.36,48,100,4.41
Raudeberg,NO,66.19949915537981,2.32785719330775,1551652702,38.51,36,100,29.35
Caraquet,CA,47.23412038239195,-64.75215726879593,1551652260,21.99,36,79,4.97
Nan,TH,18.337644725905065,100.94027032963595,1551652703,66.91,8,83,4.18
Jalu,LY,30.199192080403463,22.993971611158088,1551652703,58.58,24,54,6.76
Nouadhibou,MR,22.941358327603027,-15.544125020681236,1551652706,60.34,0,45,10.78
Namatanai,PG,6.960269886173037,159.6820715348204,1551652706,83.02,44,96,18.72
Morrope,PE,-6.811375766544472,-81.32318914905589,1551652707,78.2,8,98,11.56
Avera,PF,-23.276735272307945,-151.97548195870996,1551652707,80.18,12,100,12.24
Abeche,TD,12.74653274387255,21.188811160640427,1551652707,68.98,24,56,3.74
Melito Di Porto Salvo,IT,37.65355438874049,16.10690425321522,1551649800,55.4,20,76,10.29
Nome,US,58.46241578602684,-168.49419153014335,1551652708,36.58,92,95,35.95
Silistra,BG,44.04636185556481,27.172237979913177,1551652708,29.92,0,91,5.97
Dillon,US,44.48733459771708,-113.4815265451269,1551650100,26.6,90,49,8.05
Felanitx,ES,38.10737328724463,3.4134263709236734,1551652709,59.17,0,96,13.69
Dubti,ET,12.335025305207566,41.579475434418356,1551652709,67.09,0,61,5.19
Kudus,ID,-6.8007990300399115,110.88097177250103,1551650400,77.0,20,88,2.24
Hofn,IS,58.902295469774145,-15.168661740050396,1551652710,44.95,88,100,21.18
Chokwe,MZ,-23.40810850201386,32.7531765572202,1551652711,79.6,12,72,8.66
Bethanien,NA,-25.80561255363888,16.82041135571808,1551652711,58.36,0,52,5.19
Gravdal,NO,70.78937374044312,11.86591523036904,1551652711,33.38,24,100,28.12
Watsa,CD,2.740878193378478,29.63231951020137,1551652712,64.39,0,84,2.62
Chulym,RU,55.85288919249834,81.66752009558769,1551652712,29.15,88,88,13.91
Port Hueneme,US,31.347104317180722,-120.46350296226832,1551652713,59.44,88,99,11.45
Hobyo,SO,1.8063353878112594,51.93037513352084,1551652713,80.41,0,100,11.01
Shelburne,CA,38.091882742949196,-65.33077509083081,1551652714,58.0,56,100,9.66
Richards Bay,ZA,-28.867231957337403,35.735620105456945,1551652714,77.71,68,96,15.14
Olafsvik,IS,61.23992218556373,-28.443120249152884,1551652715,42.52,76,100,21.74
Srednekolymsk,RU,75.25658087959934,156.23778445746416,1551652715,-2.8,64,85,18.72
Brae,GB,61.46627482360245,-2.3626281394600426,1551652715,46.43,76,100,14.14
Puteyets,RU,65.78142574076017,56.741477206191945,1551652716,-10.45,12,52,6.98
Awbari,LY,25.74299360665215,12.780684248994021,1551652716,45.85,0,50,2.73
Port Blair,IN,9.97123094928753,91.55958829707504,1551652716,81.35,0,100,5.53
Halalo,WF,-15.786603563395659,-179.77371632989366,1551652717,84.1,48,98,11.79
Iwakuni,JP,34.14849229822926,132.13292859492174,1551652716,48.99,75,87,2.73
Preobrazheniye,RU,43.01910076493206,133.93502204334453,1551652717,33.52,0,54,2.62
Benghazi,LY,33.148722924842275,18.583322095880533,1551652718,60.07,32,98,10.22
Tarija,BO,-21.82462828766289,-65.15070487260655,1551650400,78.8,40,47,3.36
Mwinilunga,ZM,-10.590715823598046,24.964377450588273,1551652719,61.6,20,93,2.62
Anadyr,RU,61.03379718501188,175.15437007746579,1551652719,35.14,76,91,30.13
Warqla,DZ,29.287466812125416,8.07245110267121,1551652719,50.53,0,74,2.62
Alta Floresta,BR,-8.943498550076072,-54.92332247626196,1551652720,74.74,8,91,2.17
Gardan Diwal,AF,34.549047975582525,68.07476579520912,1551652720,-0.15,20,51,1.95
Simpang,ID,-0.6328391109198179,104.24280093655165,1551652721,80.32,88,89,10.33
Hamilton,BM,31.505255636373235,-69.82990704009747,1551652721,70.06,68,96,18.05
La Paz,MX,24.83030256093639,-110.18816533879938,1551652721,74.15,0,87,12.24
Vilyuysk,RU,62.03672536429377,121.73631921440358,1551652722,-3.03,36,72,2.95
Umm Lajj,SA,25.91186624941838,40.372048016643305,1551652722,33.79,0,72,6.42
Kyzyl-Suu,KG,41.21116985979501,77.56754277514301,1551652723,-0.96,64,70,2.06
Geresk,AF,31.854660398889976,64.60051210533732,1551652723,41.17,0,92,4.63
Duminichi,RU,54.11027820112338,35.0296245290628,1551652723,29.38,80,91,11.01
Wenling,CN,27.513742144711657,121.7108422095061,1551652724,53.81,0,100,17.05
Darhan,MN,47.08737980442416,109.77741003063386,1551652725,19.25,88,66,4.41
Tabialan,PH,6.087659559272865,122.09855523366991,1551652726,82.93,0,100,2.51
Ust-Kamchatsk,RU,55.094592419283515,163.07005221292405,1551652726,25.01,88,100,29.8
Hirado,JP,34.42575544780881,128.45813896533372,1551652728,52.33,68,100,20.4
Kushima,JP,29.535871994279972,131.5108854967043,1551652728,67.76,12,100,29.57
Maltahohe,NA,-24.160251662669694,15.730334862600614,1551652728,63.67,0,84,2.95
Lisakovsk,KZ,51.42255139792994,62.882382304035445,1551652729,17.0,56,81,13.02
